,timestamp,plala(Download),plala(Upload),wakwak(Download),wakwak(Upload),asahi(Download),asahi(Upload),ocn(Download),ocn(Upload),sonet(Download),sonet(Upload),wakwak-ipoe(Download),wakwak-ipoe(Upload)
2022/7/14 8:20,2022/07/14T08:20:00,42,46,51,44,196,66,72,36,162,71,46,45
2022/7/14 8:25,2022/07/14T08:25:00,70,58,52,75,271,64,113,46,45,53,72,48
2022/7/14 8:30,2022/07/14T08:30:00,81,32,57,108,82,72,86,26,165,37,116,40
2022/7/14 8:35,2022/07/14T08:35:00,112,48,84,76,293,64,54,53,181,55,34,42
2022/7/14 8:40,2022/07/14T08:40:00,41,48,63,54,218,55,55,68,231,71,78,34
2022/7/14 8:45,2022/07/14T08:45:00,46,45,48,53,279,68,78,71,201,58,60,30
2022/7/14 8:50,2022/07/14T08:50:00,108,30,103,102,202,55,80,68,216,59,27,44
2022/7/14 8:55,2022/07/14T08:55:00,197,57,74,62,370,60,81,51,371,53,46,44
2022/7/14 9:00,2022/07/14T09:00:00,95,41,51,97,170,53,217,57,122,59,87,38
2022/7/14 9:05,2022/07/14T09:05:00,84,48,91,82,312,62,79,69,175,65,142,53
2022/7/14 9:10,2022/07/14T09:10:00,61,64,68,56,247,65,88,70,94,64,186,44
2022/7/14 9:15,2022/07/14T09:15:00,91,52,56,79,174,40,124,62,114,50,171,42
2022/7/14 9:20,2022/07/14T09:20:00,137,54,92,101,368,72,103,47,190,58,25,25
2022/7/14 9:25,2022/07/14T09:25:00,99,47,66,35,326,55,116,46,219,58,91,43
2022/7/14 9:30,2022/07/14T09:30:00,86,48,42,34,334,68,259,71,83,40,18,27
2022/7/14 9:35,2022/07/14T09:35:00,125,53,73,30,474,25,82,73,256,58,56,24
2022/7/14 9:40,2022/07/14T09:40:00,97,47,55,33,280,20,45,68,200,56,49,48
2022/7/14 9:45,2022/07/14T09:45:00,128,43,62,79,364,53,120,73,198,60,120,37
2022/7/14 9:50,2022/07/14T09:50:00,113,50,67,41,326,60,178,43,160,53,69,41
2022/7/14 9:55,2022/07/14T09:55:00,177,49,38,53,271,58,56,49,227,62,103,50
2022/7/14 10:00,2022/07/14T10:00:00,119,47,36,56,277,56,63,68,223,54,20,27
2022/7/14 10:05,2022/07/14T10:05:00,95,51,40,69,254,74,58,53,111,71,50,43
2022/7/14 10:10,2022/07/14T10:10:00,80,60,74,84,282,42,201,55,103,71,54,49
2022/7/14 10:15,2022/07/14T10:15:00,94,43,71,69,68,74,90,47,53,67,174,38
2022/7/14 10:20,2022/07/14T10:20:00,56,48,65,54,306,69,42,63,136,62,86,41
2022/7/14 10:25,2022/07/14T10:25:00,96,61,52,32,137,46,80,64,230,54,23,42
2022/7/14 10:30,2022/07/14T10:30:00,59,49,57,37,449,69,81,71,299,49,4,51
2022/7/14 10:35,2022/07/14T10:35:00,190,52,73,57,435,66,139,73,190,59,47,34
2022/7/14 10:40,2022/07/14T10:40:00,95,58,64,73,255,52,136,51,179,58,79,50
2022/7/14 10:45,2022/07/14T10:45:00,214,55,50,43,268,68,127,59,138,48,78,46
2022/7/14 10:50,2022/07/14T10:50:00,162,44,64,30,379,62,77,54,225,66,60,39
2022/7/14 10:55,2022/07/14T10:55:00,265,53,36,81,237,45,93,50,161,46,112,48
2022/7/14 11:00,2022/07/14T11:00:00,124,38,49,72,399,31,172,38,131,44,50,31
2022/7/14 11:05,2022/07/14T11:05:00,166,48,69,86,147,62,48,33,265,56,46,43
2022/7/14 11:10,2022/07/14T11:10:00,99,16,35,75,247,34,54,40,149,55,88,18
2022/7/14 11:15,2022/07/14T11:15:00,89,46,52,33,248,57,110,55,157,53,78,43
2022/7/14 11:20,2022/07/14T11:20:00,46,61,43,65,270,62,163,53,167,44,90,38
2022/7/14 11:25,2022/07/14T11:25:00,30,46,54,61,272,59,135,47,55,54,109,46
2022/7/14 11:30,2022/07/14T11:30:00,59,49,40,86,289,45,44,61,145,37,43,37
2022/7/14 11:35,2022/07/14T11:35:00,63,29,70,60,311,54,159,40,85,50,33,37
2022/7/14 11:40,2022/07/14T11:40:00,113,47,41,34,321,51,90,47,179,50,160,42
2022/7/14 11:45,2022/07/14T11:45:00,70,38,46,73,277,60,147,53,186,23,13,35
2022/7/14 11:50,2022/07/14T11:50:00,80,41,36,88,316,60,85,35,131,49,119,33
2022/7/14 11:55,2022/07/14T11:55:00,53,32,40,53,25,54,144,41,156,20,47,33
2022/7/14 12:00,2022/07/14T12:00:00,33,47,69,29,143,57,47,25,56,26,7,33
2022/7/14 12:05,2022/07/14T12:05:00,80,41,51,55,295,14,25,38,49,41,91,42
2022/7/14 12:10,2022/07/14T12:10:00,128,23,61,40,252,29,35,25,133,17,6,19
2022/7/14 12:15,2022/07/14T12:15:00,162,35,57,47,226,15,119,37,151,13,7,24
2022/7/14 12:20,2022/07/14T12:20:00,44,35,43,58,179,56,101,8,48,41,46,27
2022/7/14 12:25,2022/07/14T12:25:00,98,38,70,74,166,44,137,43,99,44,6,28
2022/7/14 12:30,2022/07/14T12:30:00,187,34,69,54,360,23,68,49,182,51,6,19
2022/7/14 12:35,2022/07/14T12:35:00,143,36,45,36,181,30,43,63,56,40,5,24
2022/7/14 12:40,2022/07/14T12:40:00,77,53,40,52,305,54,58,45,270,54,8,37
2022/7/14 12:45,2022/07/14T12:45:00,66,53,55,70,226,50,69,72,47,57,10,29
2022/7/14 12:50,2022/07/14T12:50:00,125,62,71,29,149,68,122,55,148,53,5,43
2022/7/14 12:55,2022/07/14T12:55:00,161,47,42,38,85,54,68,75,109,50,148,31
2022/7/14 13:00,2022/07/14T13:00:00,40,29,71,87,140,47,191,31,61,51,192,26
2022/7/14 13:05,2022/07/14T13:05:00,90,39,44,79,199,78,71,57,121,69,40,41
2022/7/14 13:10,2022/07/14T13:10:00,90,23,72,85,194,45,194,57,97,62,22,41
2022/7/14 13:15,2022/07/14T13:15:00,160,40,43,31,279,27,69,45,104,42,90,39
2022/7/14 13:20,2022/07/14T13:20:00,46,61,45,81,172,72,145,52,53,47,36,24
2022/7/14 13:25,2022/07/14T13:25:00,163,58,58,56,158,57,95,36,115,55,104,29
2022/7/14 13:30,2022/07/14T13:30:00,98,50,35,38,105,38,109,60,122,33,110,40
2022/7/14 13:35,2022/07/14T13:35:00,57,47,39,37,216,58,125,58,138,38,167,48
2022/7/14 13:40,2022/07/14T13:40:00,101,49,73,52,249,54,156,51,162,73,98,20
2022/7/14 13:45,2022/07/14T13:45:00,87,46,37,31,244,64,104,57,215,51,130,31
2022/7/14 13:50,2022/07/14T13:50:00,89,44,49,82,123,59,125,52,71,66,47,36
2022/7/14 13:55,2022/07/14T13:55:00,132,10,50,48,115,70,146,22,194,48,28,41
2022/7/14 14:00,2022/07/14T14:00:00,98,53,64,62,301,52,131,23,100,45,3,17
2022/7/14 14:05,2022/07/14T14:05:00,155,56,63,70,196,44,179,37,90,47,29,35
2022/7/14 14:10,2022/07/14T14:10:00,139,47,45,56,272,58,75,53,170,32,11,36
2022/7/14 14:15,2022/07/14T14:15:00,214,39,78,88,107,72,141,43,244,52,10,34
2022/7/14 14:20,2022/07/14T14:20:00,142,48,39,59,263,53,77,53,95,25,8,26
2022/7/14 14:25,2022/07/14T14:25:00,165,47,66,88,207,62,121,60,130,65,49,34
2022/7/14 14:30,2022/07/14T14:30:00,53,44,72,60,164,58,79,20,102,71,99,39
2022/7/14 14:35,2022/07/14T14:35:00,23,37,53,43,219,69,64,64,144,49,70,35
2022/7/14 14:40,2022/07/14T14:40:00,32,55,37,47,271,55,82,64,219,66,99,30
2022/7/14 14:45,2022/07/14T14:45:00,70,57,50,84,343,58,89,54,334,52,13,40
2022/7/14 14:50,2022/07/14T14:50:00,20,23,59,83,283,50,76,59,169,44,102,46
2022/7/14 14:55,2022/07/14T14:55:00,89,28,43,37,268,59,95,61,219,77,23,45
2022/7/14 15:00,2022/07/14T15:00:00,50,37,52,47,127,44,79,75,172,64,5,29
2022/7/14 15:05,2022/07/14T15:05:00,137,57,60,36,288,42,101,62,144,28,49,36
2022/7/14 15:10,2022/07/14T15:10:00,198,34,64,81,285,50,100,51,149,34,12,33
2022/7/14 15:15,2022/07/14T15:15:00,149,45,38,29,185,70,54,50,109,48,5,39
2022/7/14 15:20,2022/07/14T15:20:00,157,45,64,90,273,42,81,58,76,19,15,28
2022/7/14 15:25,2022/07/14T15:25:00,76,41,44,75,256,42,52,40,203,48,9,26
2022/7/14 15:30,2022/07/14T15:30:00,25,39,40,29,330,48,29,57,197,71,8,22
2022/7/14 15:35,2022/07/14T15:35:00,75,60,59,57,286,33,36,59,113,58,9,41
2022/7/14 15:40,2022/07/14T15:40:00,100,58,60,83,284,57,168,31,249,52,13,19
2022/7/14 15:45,2022/07/14T15:45:00,63,39,74,67,262,16,82,24,209,58,8,31
2022/7/14 15:50,2022/07/14T15:50:00,63,48,53,70,237,50,156,44,179,60,4,24
2022/7/14 15:55,2022/07/14T15:55:00,94,18,57,31,269,38,144,48,118,58,9,32
2022/7/14 16:00,2022/07/14T16:00:00,60,46,74,32,395,69,112,36,242,54,6,33
2022/7/14 16:05,2022/07/14T16:05:00,72,47,67,61,428,48,169,60,297,51,49,23
2022/7/14 16:10,2022/07/14T16:10:00,212,50,66,54,204,64,95,58,130,38,7,26
2022/7/14 16:15,2022/07/14T16:15:00,88,41,43,31,270,56,68,54,102,48,4,24
2022/7/14 16:20,2022/07/14T16:20:00,102,46,64,32,224,58,48,54,70,66,25,46
2022/7/14 16:25,2022/07/14T16:25:00,104,53,37,56,270,52,219,62,195,45,36,30
2022/7/14 16:30,2022/07/14T16:30:00,127,32,58,69,257,59,132,48,60,23,14,22
2022/7/14 16:35,2022/07/14T16:35:00,117,47,52,53,228,38,87,71,256,44,132,49
2022/7/14 16:40,2022/07/14T16:40:00,175,43,42,83,274,66,140,52,278,34,14,31
2022/7/14 16:45,2022/07/14T16:45:00,96,46,78,75,142,69,65,57,167,46,12,44
2022/7/14 16:50,2022/07/14T16:50:00,100,52,36,54,278,50,82,67,182,38,96,41
2022/7/14 16:55,2022/07/14T16:55:00,114,48,62,64,306,70,154,43,175,65,10,32
2022/7/14 17:00,2022/07/14T17:00:00,69,48,10,25,201,66,183,65,210,65,4,34
2022/7/14 17:05,2022/07/14T17:05:00,122,39,12,32,226,58,100,40,152,22,34,28
2022/7/14 17:10,2022/07/14T17:10:00,79,32,15,21,331,56,178,56,155,21,18,21
2022/7/14 17:15,2022/07/14T17:15:00,130,35,10,29,203,55,56,40,93,46,17,34
2022/7/14 17:20,2022/07/14T17:20:00,67,44,14,19,109,63,139,62,241,49,28,38
2022/7/14 17:25,2022/07/14T17:25:00,29,39,5,21,218,75,162,50,168,73,8,24
2022/7/14 17:30,2022/07/14T17:30:00,118,49,17,30,241,66,87,21,168,65,3,23
2022/7/14 17:35,2022/07/14T17:35:00,134,30,11,19,208,25,150,62,121,66,29,21
2022/7/14 17:40,2022/07/14T17:40:00,35,48,19,31,117,16,170,53,147,32,16,33
2022/7/14 17:45,2022/07/14T17:45:00,91,40,6,24,54,65,82,41,130,58,16,20
2022/7/14 17:50,2022/07/14T17:50:00,165,53,13,20,223,63,64,47,168,50,30,25
2022/7/14 17:55,2022/07/14T17:55:00,86,47,4,34,98,47,78,56,175,59,21,23
2022/7/14 18:00,2022/07/14T18:00:00,119,49,16,39,304,60,78,36,142,39,16,31
2022/7/14 18:05,2022/07/14T18:05:00,65,45,7,37,89,43,181,45,111,43,11,20
2022/7/14 18:10,2022/07/14T18:10:00,171,67,4,31,134,44,85,38,222,47,27,29
2022/7/14 18:15,2022/07/14T18:15:00,102,56,16,21,206,59,89,48,180,44,29,24
2022/7/14 18:20,2022/07/14T18:20:00,76,56,17,33,246,46,94,43,125,39,106,49
2022/7/14 18:25,2022/07/14T18:25:00,90,50,20,33,53,47,122,42,182,60,28,35
2022/7/14 18:30,2022/07/14T18:30:00,114,33,7,34,101,39,112,62,108,32,215,49
2022/7/14 18:35,2022/07/14T18:35:00,172,41,13,35,45,36,21,32,90,48,73,41
2022/7/14 18:40,2022/07/14T18:40:00,171,47,5,24,258,54,92,39,61,51,13,35
2022/7/14 18:45,2022/07/14T18:45:00,111,53,12,37,60,66,160,39,90,25,81,35
2022/7/14 18:50,2022/07/14T18:50:00,208,24,19,20,122,26,114,58,237,57,52,42
2022/7/14 18:55,2022/07/14T18:55:00,38,53,15,18,132,53,187,58,162,47,42,27
2022/7/14 19:00,2022/07/14T19:00:00,66,32,15,19,237,51,207,37,240,53,12,39
2022/7/14 19:05,2022/07/14T19:05:00,125,47,6,37,239,50,142,36,165,48,29,39
2022/7/14 19:10,2022/07/14T19:10:00,95,55,5,26,120,66,73,52,102,57,124,30
2022/7/14 19:15,2022/07/14T19:15:00,226,52,19,37,251,22,47,66,224,56,8,29
2022/7/14 19:20,2022/07/14T19:20:00,199,29,12,22,118,40,90,56,246,50,96,35
2022/7/14 19:25,2022/07/14T19:25:00,156,49,12,34,269,59,78,49,74,44,33,37
2022/7/14 19:30,2022/07/14T19:30:00,124,55,16,27,76,42,150,57,145,54,13,21
2022/7/14 19:35,2022/07/14T19:35:00,177,44,7,29,213,45,83,53,175,67,76,34
2022/7/14 19:40,2022/07/14T19:40:00,139,51,17,20,71,41,82,39,135,31,79,34
2022/7/14 19:45,2022/07/14T19:45:00,150,43,13,22,315,64,93,49,184,54,38,24
2022/7/14 19:50,2022/07/14T19:50:00,89,56,15,32,209,23,48,48,165,58,22,40
2022/7/14 19:55,2022/07/14T19:55:00,167,52,15,23,272,20,87,38,270,65,44,46
2022/7/14 20:00,2022/07/14T20:00:00,121,48,9,31,225,53,184,53,170,32,17,41
2022/7/14 20:05,2022/07/14T20:05:00,126,52,17,40,257,42,74,44,272,57,25,31
2022/7/14 20:10,2022/07/14T20:10:00,60,55,11,26,252,53,58,64,136,57,21,29
2022/7/14 20:15,2022/07/14T20:15:00,149,56,7,27,191,40,56,53,223,48,56,39
2022/7/14 20:20,2022/07/14T20:20:00,197,56,16,34,302,61,87,45,168,54,48,38
2022/7/14 20:25,2022/07/14T20:25:00,208,46,5,33,211,42,83,47,308,45,5,33
2022/7/14 20:30,2022/07/14T20:30:00,117,44,13,30,310,50,176,37,302,68,9,25
2022/7/14 20:35,2022/07/14T20:35:00,62,45,9,35,216,50,126,48,200,54,4,19
2022/7/14 20:40,2022/07/14T20:40:00,112,53,16,26,268,58,83,37,207,70,3,26
2022/7/14 20:45,2022/07/14T20:45:00,110,51,10,26,301,39,115,36,192,60,4,25
2022/7/14 20:50,2022/07/14T20:50:00,87,37,7,20,224,56,119,51,238,53,6,26
2022/7/14 20:55,2022/07/14T20:55:00,158,53,12,18,280,54,137,37,157,57,5,31
2022/7/14 21:00,2022/07/14T21:00:00,121,35,9,33,303,53,71,33,215,80,2,29
2022/7/14 21:05,2022/07/14T21:05:00,176,48,19,35,252,43,78,36,229,58,2,30
2022/7/14 21:10,2022/07/14T21:10:00,186,42,14,27,305,46,108,54,152,70,3,32
2022/7/14 21:15,2022/07/14T21:15:00,87,59,17,34,41,49,51,46,117,27,3,28
2022/7/14 21:20,2022/07/14T21:20:00,26,49,19,29,42,59,90,39,35,59,9,18
2022/7/14 21:25,2022/07/14T21:25:00,191,47,4,30,260,61,50,34,155,50,3,25
2022/7/14 21:30,2022/07/14T21:30:00,217,49,17,36,302,41,28,25,193,42,3,31
2022/7/14 21:35,2022/07/14T21:35:00,61,49,17,19,220,50,102,43,179,66,5,26
2022/7/14 21:40,2022/07/14T21:40:00,114,44,14,35,243,41,30,40,156,54,4,40
2022/7/14 21:45,2022/07/14T21:45:00,73,48,6,27,272,59,135,53,118,27,5,27
2022/7/14 21:50,2022/07/14T21:50:00,157,42,4,37,187,47,62,33,187,43,2,39
2022/7/14 21:55,2022/07/14T21:55:00,219,40,16,37,232,22,44,44,177,54,2,14
2022/7/14 22:00,2022/07/14T22:00:00,113,55,13,23,224,44,38,44,167,57,2,30
2022/7/14 22:05,2022/07/14T22:05:00,109,46,20,25,201,50,35,30,301,63,1,34
2022/7/14 22:10,2022/07/14T22:10:00,145,36,10,31,185,56,11,44,161,26,1,21
2022/7/14 22:15,2022/07/14T22:15:00,224,55,18,34,302,55,43,47,169,62,9,26
2022/7/14 22:20,2022/07/14T22:20:00,101,55,13,18,98,44,86,57,35,61,1,28
2022/7/14 22:25,2022/07/14T22:25:00,115,61,5,32,249,41,41,35,184,57,2,36
2022/7/14 22:30,2022/07/14T22:30:00,33,42,5,18,174,54,60,44,60,65,2,44
2022/7/14 22:35,2022/07/14T22:35:00,104,44,16,37,178,59,114,38,233,69,2,18
2022/7/14 22:40,2022/07/14T22:40:00,149,52,11,21,201,48,96,44,73,64,11,38
2022/7/14 22:45,2022/07/14T22:45:00,101,46,5,28,159,47,81,45,173,54,14,25
2022/7/14 22:50,2022/07/14T22:50:00,143,41,14,36,166,33,78,49,163,78,2,28
2022/7/14 22:55,2022/07/14T22:55:00,59,42,13,34,151,42,57,24,74,76,46,34
2022/7/14 23:00,2022/07/14T23:00:00,92,36,6,25,74,45,12,41,93,50,36,36
2022/7/14 23:05,2022/07/14T23:05:00,66,50,5,39,53,44,11,38,55,71,22,36
2022/7/14 23:10,2022/07/14T23:10:00,22,37,4,18,224,50,79,34,221,68,6,34
2022/7/14 23:15,2022/07/14T23:15:00,73,50,11,37,121,49,45,49,209,51,3,32
2022/7/14 23:20,2022/07/14T23:20:00,139,52,5,32,199,53,26,33,208,60,21,29
2022/7/14 23:25,2022/07/14T23:25:00,50,52,13,40,144,57,88,45,97,54,138,45
2022/7/14 23:30,2022/07/14T23:30:00,41,44,17,39,129,57,133,47,28,57,87,35
2022/7/14 23:35,2022/07/14T23:35:00,172,51,9,20,105,34,75,53,149,38,50,44
2022/7/14 23:40,2022/07/14T23:40:00,32,55,6,38,227,66,74,19,108,68,117,40
2022/7/14 23:45,2022/07/14T23:45:00,142,43,9,36,186,44,128,31,71,64,84,37
2022/7/14 23:50,2022/07/14T23:50:00,67,54,18,18,149,46,121,48,136,66,110,41
2022/7/14 23:55,2022/07/14T23:55:00,54,52,20,21,186,69,79,54,198,63,16,44
2022/7/15 0:00,2022/07/15T00:00:00,148,42,11,60,146,43,53,49,130,51,35,51
2022/7/15 0:05,2022/07/15T00:05:00,30,49,43,52,77,36,114,59,83,52,128,32
2022/7/15 0:10,2022/07/15T00:10:00,68,49,43,42,155,49,99,61,48,66,61,34
2022/7/15 0:15,2022/07/15T00:15:00,25,30,56,56,206,37,52,28,287,60,122,43
2022/7/15 0:20,2022/07/15T00:20:00,138,56,119,50,148,51,91,53,142,60,135,20
2022/7/15 0:25,2022/07/15T00:25:00,78,49,133,35,61,37,44,37,221,60,140,39
2022/7/15 0:30,2022/07/15T00:30:00,68,35,113,59,138,55,196,44,158,65,157,41
2022/7/15 0:35,2022/07/15T00:35:00,22,37,168,51,117,46,168,63,122,52,186,50
2022/7/15 0:40,2022/07/15T00:40:00,68,51,86,51,147,50,122,37,172,38,148,24
2022/7/15 0:45,2022/07/15T00:45:00,82,52,53,50,108,43,66,49,70,67,207,35
2022/7/15 0:50,2022/07/15T00:50:00,72,35,39,61,244,40,67,53,147,77,118,29
2022/7/15 0:55,2022/07/15T00:55:00,69,58,25,38,98,34,133,54,69,40,267,50
2022/7/15 1:00,2022/07/15T01:00:00,32,32,42,17,259,26,144,62,124,52,149,43
2022/7/15 1:05,2022/07/15T01:05:00,232,43,58,59,263,20,45,33,187,22,191,41
2022/7/15 1:10,2022/07/15T01:10:00,99,39,174,57,44,52,33,53,182,62,164,40
2022/7/15 1:15,2022/07/15T01:15:00,81,44,31,20,256,39,107,15,129,61,283,42
2022/7/15 1:20,2022/07/15T01:20:00,89,32,167,46,81,51,115,28,140,62,188,33
2022/7/15 1:25,2022/07/15T01:25:00,141,38,97,49,203,20,88,54,178,22,209,35
2022/7/15 1:30,2022/07/15T01:30:00,104,62,81,62,86,35,31,36,176,30,257,29
2022/7/15 1:35,2022/07/15T01:35:00,128,49,34,25,149,26,67,43,155,50,209,34
2022/7/15 1:40,2022/07/15T01:40:00,47,38,21,22,328,26,179,46,74,57,268,33
2022/7/15 1:45,2022/07/15T01:45:00,208,50,86,51,85,21,86,43,146,40,87,43
2022/7/15 1:50,2022/07/15T01:50:00,47,54,167,33,177,54,127,60,296,45,244,29
2022/7/15 1:55,2022/07/15T01:55:00,144,35,48,48,147,56,32,39,234,59,269,50
2022/7/15 2:00,2022/07/15T02:00:00,49,41,125,45,99,31,80,53,37,33,241,44
2022/7/15 2:05,2022/07/15T02:05:00,93,47,113,54,248,52,109,55,305,48,307,42
2022/7/15 2:10,2022/07/15T02:10:00,57,47,93,49,340,42,254,48,76,68,164,53
2022/7/15 2:15,2022/07/15T02:15:00,44,38,84,21,299,47,379,42,165,57,123,40
2022/7/15 2:20,2022/07/15T02:20:00,126,33,61,62,365,36,115,38,231,54,195,30
2022/7/15 2:25,2022/07/15T02:25:00,132,54,83,51,48,51,77,65,199,36,323,30
2022/7/15 2:30,2022/07/15T02:30:00,79,19,67,52,181,37,59,16,144,29,304,39
2022/7/15 2:35,2022/07/15T02:35:00,78,59,67,47,314,37,66,41,241,32,289,57
2022/7/15 2:40,2022/07/15T02:40:00,197,51,81,56,212,32,90,58,171,63,288,38
2022/7/15 2:45,2022/07/15T02:45:00,206,31,132,117,419,25,86,76,274,62,222,37
2022/7/15 2:50,2022/07/15T02:50:00,170,27,146,68,463,70,133,31,263,32,271,49
2022/7/15 2:55,2022/07/15T02:55:00,131,62,218,63,472,59,108,51,179,34,264,41
2022/7/15 3:00,2022/07/15T03:00:00,128,31,163,82,367,42,74,44,211,49,410,26
2022/7/15 3:05,2022/07/15T03:05:00,146,51,203,85,423,37,172,73,273,43,261,41
2022/7/15 3:10,2022/07/15T03:10:00,112,43,231,55,488,72,175,47,212,24,255,27
2022/7/15 3:15,2022/07/15T03:15:00,147,56,183,139,333,58,103,61,200,70,344,48
2022/7/15 3:20,2022/07/15T03:20:00,190,65,239,94,272,69,74,64,154,59,248,52
2022/7/15 3:25,2022/07/15T03:25:00,69,52,179,131,363,77,110,59,118,76,282,41
2022/7/15 3:30,2022/07/15T03:30:00,156,50,115,114,297,74,156,70,176,52,397,47
2022/7/15 3:35,2022/07/15T03:35:00,79,60,131,87,347,52,241,45,137,46,365,49
2022/7/15 3:40,2022/07/15T03:40:00,59,51,244,138,293,65,248,43,140,61,293,48
2022/7/15 3:45,2022/07/15T03:45:00,194,70,117,78,258,49,243,59,144,59,235,47
2022/7/15 3:50,2022/07/15T03:50:00,153,58,126,137,294,95,141,39,70,75,109,46
2022/7/15 3:55,2022/07/15T03:55:00,111,54,230,128,300,87,186,53,236,75,307,42
2022/7/15 4:00,2022/07/15T04:00:00,157,52,182,42,243,58,139,65,173,67,292,45
2022/7/15 4:05,2022/07/15T04:05:00,57,62,239,52,297,93,136,51,139,67,199,50
2022/7/15 4:10,2022/07/15T04:10:00,66,58,164,77,296,72,87,70,259,74,265,31
2022/7/15 4:15,2022/07/15T04:15:00,76,58,207,130,169,57,141,44,140,61,358,42
2022/7/15 4:20,2022/07/15T04:20:00,204,59,137,61,300,69,260,63,219,58,128,40
2022/7/15 4:25,2022/07/15T04:25:00,127,45,129,72,284,97,216,47,134,65,370,50
2022/7/15 4:30,2022/07/15T04:30:00,153,49,139,80,209,92,142,71,111,59,166,43
2022/7/15 4:35,2022/07/15T04:35:00,34,69,216,52,286,91,34,61,255,81,231,50
2022/7/15 4:40,2022/07/15T04:40:00,47,54,112,48,238,86,141,61,258,62,325,58
2022/7/15 4:45,2022/07/15T04:45:00,190,66,126,50,204,69,308,46,236,76,385,49
2022/7/15 4:50,2022/07/15T04:50:00,122,62,192,112,285,67,124,59,258,69,352,53
2022/7/15 4:55,2022/07/15T04:55:00,51,58,222,86,597,73,79,64,244,63,316,58
2022/7/15 5:00,2022/07/15T05:00:00,40,37,139,55,296,56,270,62,186,53,492,51
2022/7/15 5:05,2022/07/15T05:05:00,69,47,132,135,358,72,118,72,259,60,302,53
2022/7/15 5:10,2022/07/15T05:10:00,103,59,137,51,331,54,79,56,107,54,195,43
2022/7/15 5:15,2022/07/15T05:15:00,106,52,242,77,431,60,127,59,119,43,240,46
2022/7/15 5:20,2022/07/15T05:20:00,52,50,228,61,504,54,139,60,124,61,395,51
2022/7/15 5:25,2022/07/15T05:25:00,117,51,187,118,326,58,73,58,317,73,402,49
2022/7/15 5:30,2022/07/15T05:30:00,68,51,178,100,265,76,101,59,221,65,256,58
2022/7/15 5:35,2022/07/15T05:35:00,83,60,178,136,240,58,84,50,141,47,161,48
2022/7/15 5:40,2022/07/15T05:40:00,126,58,173,100,380,69,74,61,278,66,373,54
2022/7/15 5:45,2022/07/15T05:45:00,122,59,200,133,353,52,115,66,298,27,385,43
2022/7/15 5:50,2022/07/15T05:50:00,121,54,205,47,288,56,105,61,347,73,292,51
2022/7/15 5:55,2022/07/15T05:55:00,66,47,138,128,426,56,164,67,156,68,423,49
2022/7/15 6:00,2022/07/15T06:00:00,118,61,197,62,382,70,77,53,255,61,320,57
2022/7/15 6:05,2022/07/15T06:05:00,213,44,154,131,271,68,51,62,94,64,184,45
2022/7/15 6:10,2022/07/15T06:10:00,253,56,141,39,364,52,178,34,324,69,343,55
2022/7/15 6:15,2022/07/15T06:15:00,205,64,111,84,376,76,43,59,158,67,277,51
2022/7/15 6:20,2022/07/15T06:20:00,92,48,233,53,258,65,118,62,99,57,368,47
2022/7/15 6:25,2022/07/15T06:25:00,154,52,185,90,325,59,119,60,140,62,351,50
2022/7/15 6:30,2022/07/15T06:30:00,70,47,224,113,301,52,145,60,334,52,218,53
2022/7/15 6:35,2022/07/15T06:35:00,15,52,156,97,245,64,121,58,231,66,357,56
2022/7/15 6:40,2022/07/15T06:40:00,101,44,154,86,383,64,53,62,211,63,159,50
2022/7/15 6:45,2022/07/15T06:45:00,99,57,227,90,281,75,244,51,307,57,248,47
2022/7/15 6:50,2022/07/15T06:50:00,51,66,235,58,333,44,208,77,165,67,263,51
2022/7/15 6:55,2022/07/15T06:55:00,247,49,120,121,303,70,59,66,132,70,385,51
2022/7/15 7:00,2022/07/15T07:00:00,278,50,156,59,396,65,49,63,220,69,285,46
2022/7/15 7:05,2022/07/15T07:05:00,226,57,116,126,319,71,76,56,219,67,217,46
2022/7/15 7:10,2022/07/15T07:10:00,136,53,202,106,261,68,104,60,200,60,148,51
2022/7/15 7:15,2022/07/15T07:15:00,29,46,113,88,67,72,228,50,156,56,263,50
2022/7/15 7:20,2022/07/15T07:20:00,55,50,231,117,285,65,93,69,226,58,262,42
2022/7/15 7:25,2022/07/15T07:25:00,94,49,222,42,280,68,119,50,190,66,253,45
2022/7/15 7:30,2022/07/15T07:30:00,194,56,134,99,147,77,134,74,135,62,130,44
2022/7/15 7:35,2022/07/15T07:35:00,80,39,146,57,267,79,168,67,138,60,255,36
2022/7/15 7:40,2022/07/15T07:40:00,39,57,155,97,272,68,100,79,213,69,186,49
2022/7/15 7:45,2022/07/15T07:45:00,135,53,123,56,124,62,100,71,72,68,277,40
2022/7/15 7:50,2022/07/15T07:50:00,34,41,134,106,248,61,28,64,205,76,143,40
2022/7/15 7:55,2022/07/15T07:55:00,102,43,83,87,223,60,69,63,78,70,276,52
2022/7/15 8:00,2022/07/15T08:00:00,57,58,89,79,205,63,48,54,178,54,244,48
2022/7/15 8:05,2022/07/15T08:05:00,62,49,98,106,69,62,26,57,231,59,89,45
2022/7/15 8:10,2022/07/15T08:10:00,178,31,90,94,346,56,135,55,212,55,167,47
2022/7/15 8:15,2022/07/15T08:15:00,129,52,84,104,180,61,46,77,142,69,132,42
2022/7/15 8:20,2022/07/15T08:20:00,109,48,70,92,198,67,168,71,100,67,158,59
